Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Categories,Tags,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
simple,PBL11713,Poubelle à pédale 5L,1,0,visible,"Matière : Acier inoxydable. Finitions : Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 260.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-bronze-salle-bain-bakri-pbl11713-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-bronze-salle-bain-bakri-pbl11713-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-bronze-salle-bain-bakri-pbl11713-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),260,1,0
simple,PBL11801,Poubelle à pédale 5L,1,0,visible,"Matière : Acier inoxydable. Finitions : Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé. Dimensions (L x P x H mm) : 280.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-anthracite-salle-bain-bakri-pbl11801-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/13325_156315013-hlavni-f2b2c2ecf0d628d2d14697de3aff62f062907ee0.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-anthracite-salle-bain-bakri-pbl11801-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé",1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),280,1,0
simple,PBL11913,Poubelle à pédale 5L,1,0,visible,"Matière : Acier inoxydable. Finitions : Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 255.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-dore-salle-bain-bakri-pbl11913-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/pbl119.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/poubelle-dore-salle-bain-bakri-pbl11913-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),255,1,0
simple,DIP01124,Réserve papier toilette,1,0,visible,"Matière : Acier inoxydable. Finitions : Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé. Dimensions (L x P x H mm) : 65 x 165.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-brosse-salle-bain-bakri-dip01124-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-brosse-salle-bain-bakri-dip01124-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-brosse-salle-bain-bakri-dip01124-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé",1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),65 x 165,1,0
simple,DIP11703,Réserve papier toilette,1,0,visible,"Matière : Laiton. Finitions : Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 65 x 165.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-bronze-salle-bain-bakri-dip11703-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-bronze-salle-bain-bakri-dip11703-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-bronze-salle-bain-bakri-dip11703-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),65 x 165,1,0
simple,DIP11803,Réserve papier toilette,1,0,visible,"Matière : Laiton. Finitions : Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé. Dimensions (L x P x H mm) : 65 x 165.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-anthracite-salle-bain-bakri-dip11803-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-anthracite-salle-bain-bakri-dip11803-visuel-1.jpeg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-anthracite-salle-bain-bakri-dip11803-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),65 x 165,1,0
simple,DIP11907,Réserve papier toilette,1,0,visible,"Matière : Laiton. Finitions : Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 65 x 165.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-dore-salle-bain-bakri-dip11907-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé",https://www.creactive-paris.fr/wp-content/uploads/2023/10/reserve-papier-toilette-dore-salle-bain-bakri-dip11907-visuel-1.jpg,Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),65 x 165,1,0
simple,DIS10603,Distributeur à savon à fixer,1,0,visible,Matière : Laiton/Verre mat. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 190 x 120.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-dore-salle-bain-retro-dis10603-fiche-technique-1-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-dore-salle-bain-retro-dis10603-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-dore-salle-bain-retro-dis10603-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),190 x 120,1,0
simple,DIS10703,Distributeur à savon à fixer,1,0,visible,Matière : Laiton/Verre mat. Finitions : Chrome. Dimensions (L x P x H mm) : 190 x 120.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-chrome-salle-bain-retro-dis10703-fiche-technique-1-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Chrome","https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-chrome-salle-bain-retro-dis10703-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/distributeur-savon-chrome-salle-bain-retro-dis10703-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Chrome,1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),190 x 120,1,0
simple,DRL10616,Dérouleur simple,1,0,visible,Matière : Laiton. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 90 x 100.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-retro-drl10616-fiche-technique-1-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-retro-drl10616-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-retro-drl10616-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton,1,0,Dimensions (mm),90 x 100,1,0
simple,DRL10706,Dérouleur simple,1,0,visible,Matière : Laiton. Finitions : Chrome. Dimensions (L x P x H mm) : 90 x 100.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-chrome-salle-bain-retro-drl10706-fiche-technique-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Chrome","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-chrome-salle-bain-retro-drl10706-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-chrome-salle-bain-retro-drl10706-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Chrome,1,0,Matière,Laiton,1,0,Dimensions (mm),90 x 100,1,0
simple,DRL10612,Dérouleur simple avec couvercle,1,0,visible,Matière : Laiton. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 150 x 150.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-retro-drl10612-fiche-technique-1-3.pdf-3.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-retro-drl10612-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-retro-drl10612-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton,1,0,Dimensions (mm),150 x 150,1,0
simple,DRL10712,Dérouleur simple avec couvercle,1,0,visible,Matière : Laiton. Finitions : Chrome. Dimensions (L x P x H mm) : 100 x 150.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-chrome-salle-bain-retro-drl10712-fiche-technique-1-2.pdf-2.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Chrome","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-chrome-salle-bain-retro-drl10712-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-chrome-salle-bain-retro-drl10712-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Chrome,1,0,Matière,Laiton,1,0,Dimensions (mm),100 x 150,1,0
simple,PAT10602,Patère double,1,0,visible,Matière : Laiton. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 65.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-laiton-patine-salle-bain-retro-pat10602-fiche-technique-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-laiton-patine-salle-bain-retro-pat10602-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-laiton-patine-salle-bain-retro-pat10602-croquis.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton,1,0,Dimensions (mm),65,1,0
simple,PAT10702,Patère double,1,0,visible,Matière : Laiton. Finitions : Chrome. Dimensions (L x P x H mm) : 65.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-chrome-salle-bain-retro.-pat10702-fiche-technique-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Chrome","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-chrome-salle-bain-retro-pat10702-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-chrome-salle-bain-retro-pat10702-croquis.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Chrome,1,0,Matière,Laiton,1,0,Dimensions (mm),65,1,0
simple,PAT10601,Patère simple,1,0,visible,Matière : Laiton. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 65.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-laiton-patine-salle-bain-retro-pat10601-fiche-technique-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-laiton-patine-salle-bain-retro-pat10601-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-laiton-patine-salle-bain-retro-pat10601-croquis.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton,1,0,Dimensions (mm),65,1,0
simple,PAT10701,Patère simple,1,0,visible,Matière : Laiton. Finitions : Chrome. Dimensions (L x P x H mm) : 65.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-chrome-salle-bain-retro-pat10701-fiche-technique-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Chrome","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-chrome-salle-bain-retro-pat10701-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-chrome-salle-bain-retro-pat10701-croquis.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Chrome,1,0,Matière,Laiton,1,0,Dimensions (mm),65,1,0
simple,PGP10613,Porte goupillon à fixer,1,0,visible,Matière : Laiton/Verre mat. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 95 x 145 x 360.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-dore-salle-bain-retro-pgp10613-fiche-technique-1-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-dore-salle-bain-retro-pgp10613-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-dore-salle-bain-retro-pgp10613-croquis.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),95 x 145 x 360,1,0
simple,PGP10703,Porte goupillon à fixer,1,0,visible,Matière : Laiton/Verre mat. Finitions : Chrome. Dimensions (L x P x H mm) : 95 x 145 x 360.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-chrome-salle-bain-retro-pgp10703-fiche-technique-2.pdf-2.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Chrome","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-chrome-salle-bain-retro-pgp10703-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-chrome-salle-bain-retro-pgp10703-croquis.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Chrome,1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),95 x 145 x 360,1,0
simple,PSA10604,Porte savon avec coupelle à fixer,1,0,visible,Matière : Laiton/Verre mat. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 110 x 138 x 65.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-savon-dore-patine-salle-bain-retro-psa10604-fiche-technique-1-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-savon-dore-patine-salle-bain-retro-psa10604-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-savon-dore-salle-bain-retro-psa10604-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),110 x 138 x 65,1,0
simple,PSA10704,Porte savon avec coupelle à fixer,1,0,visible,Matière : Laiton/Verre mat. Finitions : Chrome. Dimensions (L x P x H mm) : 110 x 138 x 65.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-savon-chrome-salle-bain-retro-psa10704-fiche-technique-1-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Chrome","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-savon-chrome-salle-bain-retro-psa10704-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-savon-chrome-salle-bain-retro-psa10704-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Chrome,1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),110 x 138 x 65,1,0
simple,PSE10611,Porte serviette anneau,1,0,visible,Matière : Laiton. Finitions : Laiton- patiné. Dimensions (L x P x H mm) : 65 x 190.,"Découvrez notre nouvelle collection d’accessoires de salle de bain au design vintage, alliant élégance intemporelle et fonctionnalité moderne. Les finitions en chrome brillant et laiton patiné apportent une touche de sophistication à votre espace.

Nos porte-serviettes, patères, dérouleurs sont assortis et chaque pièce incarne le charme rétro. Les courbes délicates, les détails soignés et une cohérence esthétique créent une salle de bain à la fois pratique et stylée. Transformez votre espace quotidien en une oasis de vintage chic avec cette gamme d’accessoires raffinés.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-laiton-patine-salle-bain-retro-pse10611-fiche-technique-1.pdf-1.pdf.pdf.pdf",CreaMust > Retro,"CreaMust, Retro, Laiton- patiné","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-laiton-patine-salle-bain-retro-pse10611-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-serviette-laiton-patine-salle-bain-retro-pse10611-croquis.jpg",Collection,CreaMust,1,0,Gamme,Retro,1,0,Finitions,Laiton- patiné,1,0,Matière,Laiton,1,0,Dimensions (mm),65 x 190,1,0
